id,age_asvab,hgc_mom,hgc_dad,asvab_general_sci,asvab_arith_reasoning,asvab_word_know,asvab_para_comp,asvab_nmbr_oper,asvab_coding_speed,asvab_autoshop_info,asvab_math_know,asvab_mech_comp,asvab_electr_info,abl_social
4467,16,,,37.455357,37.156311,39.406136,33.356766,38.308014,38.8382,45.688766,29.049904,47.276081,31.757961,-.13734712
4469,19,12,15,44.458496,32.843353,47.976532,36.286331,38.241314,42.803143,41.889996,38.578781,40.399925,48.9828,-.4498693
4470,18,12,15,55.517006,48.687374,55.261105,52.165054,55.670517,47.582207,49.905636,47.424412,49.52766,64.182442,.30985692
4471,17,12,12,58,61,57,62,38,47,51,65,59,46,.58986783
4473,17,12,8,40,35,33,29,25,38,37,40,44,37,.45494837
4474,19,12,8,38.458496,34.843353,39.976532,39.286331,28.241314,45.803143,43.889996,31.578779,42.399925,31.9828,-.65625173
4477,18,12,10,33.517006,50.687374,30.261103,43.165054,56.670517,49.582207,42.905636,50.424412,60.52766,36.182442,-.081038892
4480,19,12,16,64.458496,62.843353,54.976532,54.286331,60.241314,43.803143,52.889996,66.578781,59.399925,60.9828,1.2587904
4490,19,9,11,40.458496,37.843353,44.976532,42.286331,48.241314,44.803143,45.889996,36.578781,40.399925,41.9828,.93135113
4497,19,9,,34.458496,48.843353,39.976532,39.286331,48.241314,42.803143,52.889996,38.578781,46.399925,29.9828,.47157258
4498,17,9,13,50,50,47,56,62,52,53,49,50,32,-.64842665
4499,16,9,12,53.455357,51.156311,45.406136,48.356766,41.308014,54.8382,40.688766,48.049904,45.276081,43.757961,.83110851
4500,18,7,13,49.517006,39.687374,46.261105,34.165054,40.670517,27.582209,47.905636,36.424412,45.52766,48.182442,.78022224
4501,16,7,13,49.455357,46.156311,42.406136,45.356766,37.308014,44.8382,59.688766,35.049904,53.276081,54.757961,-.030152664
4503,19,12,16,26.458494,33.843353,21.97653,24.286331,34.241314,25.803144,39.889996,41.578781,40.399925,29.9828,-1.1404796
4504,18,12,16,29.517008,35.687374,25.261103,19.165054,28.670517,35.582207,38.905636,34.424412,39.52766,31.182442,-.72205508
4506,18,12,12,51.517006,35.687374,43.261105,46.165054,44.670517,42.582207,40.905636,34.424412,37.52766,45.182442,-.61486059
4507,16,12,12,21.455357,36.156311,27.406136,36.356766,41.308014,34.8382,45.688766,38.049904,38.276081,35.757961,.95216542
4509,17,13,20,56,64,57,62,46,54,60,66,67,58,1.7647059
4515,16,16,12,65.455353,55.156311,51.406136,54.356766,42.308014,38.8382,65.688766,58.049904,58.276081,66.757957,.069035307
4518,16,12,12,37.455357,40.156311,45.406136,48.356766,46.308014,49.8382,49.688766,41.049904,51.276081,47.757961,-.67116886
4519,18,12,12,51.517006,50.687374,47.261105,43.165054,52.670517,33.582207,65.905632,48.424412,54.52766,50.182442,.21066901
4523,17,11,12,50,50,59,59,43,43,44,44,42,32,-.97586596
4524,18,12,11,55.517006,49.687374,50.261105,58.165054,51.670517,43.582207,62.905636,45.424412,60.52766,48.182442,.69489682
4531,19,15,18,58.458496,57.843353,45.976532,51.286331,60.241314,54.803143,55.889996,66.578781,61.399925,50.9828,1.2230589
4533,16,9,12,49.455357,44.156311,51.406136,51.356766,41.308014,50.8382,36.688766,58.049904,49.276081,43.757961,1.0870849
4539,19,,12,50.458496,48.843353,49.976532,54.286331,55.241314,48.803143,45.889996,60.578781,53.399925,36.9828,1.1873275
4540,18,12,12,39.517006,42.687374,41.261105,43.165054,35.670517,38.582207,46.905636,47.424412,47.52766,38.182442,-.49380371
4542,18,7,11,29.517008,34.687374,24.261103,28.165054,26.670517,29.582209,29.905636,43.424412,34.52766,36.182442,-.55140418
4548,17,12,8,54,62,55,56,53,53,53,66,59,56,.90344465
4549,16,12,14,51.455357,47.156311,55.406136,51.356766,41.308014,35.8382,54.688766,49.049904,56.276081,50.757961,1.2438734
4551,19,12,7,38.458496,45.843353,45.976532,48.286331,45.241314,47.803143,39.889996,36.578781,53.399925,39.9828,-.9479596
4552,16,12,12,61.455357,54.156311,51.406136,60.356766,61.308014,39.8382,52.688766,54.049904,47.276081,57.757961,-.052021638
4553,17,8,8,52,53,43,50,58,61,55,46,46,42,-1.3886309
4557,16,9,7,37.455357,37.156311,34.406136,30.356766,43.308014,37.8382,43.688766,37.049904,45.276081,43.757961,-.45092401
4561,17,7,9,54,45,47,59,49,44,48,52,48,51,-.0074104071
4563,19,10,12,56.458496,52.843353,49.976532,27.286331,48.241314,50.803143,61.889996,47.578781,57.399925,53.9828,-1.1543421
4565,17,12,13,44,45,42,50,56,54,40,48,44,44,.12750903
4566,19,12,12,56.458496,56.843353,52.976532,54.286331,58.241314,52.803143,63.889996,58.578781,61.399925,55.9828,.32606637
4570,17,12,12,52,62,48,59,62,69,42,65,42,53,-.11460488
4572,17,,12,54,50,48,50,46,48,57,46,63,46,.056046039
4576,19,15,12,42.458496,47.843353,40.976532,45.286331,51.241314,48.803143,39.889996,41.578781,48.399925,39.9828,-.29308087
4577,17,9,11,54,57,47,41,47,46,66,43,57,58,.042183548
4579,19,12,12,62.458496,59.843353,56.976532,57.286331,50.241314,42.803143,59.889996,47.578781,68.399925,62.9828,-.34267485
4585,19,14,10,52.458496,62.843353,48.976532,48.286331,58.241314,54.803143,41.889996,55.578781,59.399925,41.9828,-.9479596
4586,16,13,8,57.455357,66.156311,55.406136,51.356766,53.308014,43.8382,59.688766,66.049904,66.276077,52.757961,-1.0839337
4587,19,16,16,50.458496,56.843353,58.976532,57.286331,58.241314,59.803143,54.889996,56.578781,55.399925,39.9828,-.12242995
4592,19,14,17,40.458496,40.843353,45.976532,48.286331,60.241314,51.803143,36.889996,49.578781,38.399925,27.9828,1.3441159
4595,19,13,12,40.458496,52.843353,45.976532,42.286331,44.241314,39.803143,64.889992,44.578781,61.399925,57.9828,.89561957
4597,19,16,16,38.458496,37.843353,45.976532,36.286331,34.241314,37.803143,37.889996,41.578781,35.399925,31.9828,.070089951
4599,18,12,12,53.517006,46.687374,43.261105,49.165054,60.670517,60.582207,38.905636,51.424412,45.52766,33.182442,.81595379
4600,17,12,12,42,50,54,56,62,38,33,52,40,46,-.42818177
4604,17,12,12,50,46,54,50,56,54,48,40,48,51,.81811923
4608,19,12,18,48.458496,41.843353,52.976532,39.286331,55.241314,45.803143,61.889996,39.578781,48.399925,46.9828,.89561957
4613,16,15,14,63.455357,54.156311,55.406136,54.356766,52.308014,50.8382,49.688766,55.049904,56.276081,50.757961,-.29413554
4619,19,10,10,36.458496,38.843353,28.97653,30.286331,31.241314,37.803143,45.889996,41.578781,36.399925,46.9828,-1.3111305
4620,16,10,10,27.455357,39.156311,22.406136,24.356766,20.308014,38.8382,34.688766,38.049904,32.276081,31.757961,-.62157488
4621,19,8,8,42.458496,56.843353,51.976532,54.286331,50.241314,51.803143,57.889996,52.578781,57.399925,50.9828,.84602565
4623,16,12,10,55.455357,48.156311,32.406136,30.356766,39.308014,37.8382,68.688766,41.049904,53.276081,33.757961,-.052021638
4624,17,16,12,54,40,51,47,41,32,37,44,40,39,.86771321
4629,18,13,14,53.517006,61.687374,50.261105,46.165054,60.670517,58.582207,62.905636,47.424412,62.52766,52.182442,.90127915
4630,17,13,15,42,61,43,38,49,45,51,52,61,46,-.64842665
4631,18,14,13,59.517006,63.687374,56.261105,58.165054,48.670517,53.582207,44.905636,62.424412,51.52766,55.182442,.93701071
4632,16,14,14,51.455357,51.156311,52.406136,57.356766,57.308014,56.8382,47.688766,48.049904,51.276081,47.757961,.26155525
4635,18,12,14,57.517006,63.687374,56.261105,58.165054,50.670517,40.582207,65.905632,65.424408,62.52766,62.182442,-.40847823
4637,17,12,6,36,31,28,26,28,26,33,38,38,30,1.3162096
4638,19,12,7,28.458494,33.843353,23.97653,33.286331,29.241314,23.803144,34.889996,38.578781,33.399925,29.9828,-.69198322
4639,17,12,12,40,49,47,53,41,47,42,41,48,42,-.75562114
4640,16,12,,49.455357,46.156311,43.406136,36.356766,44.308014,38.8382,52.688766,43.049904,41.276081,45.757961,-.37946102
4641,16,11,8,53.455357,56.156311,47.406136,42.356766,53.308014,62.8382,45.688766,65.049904,49.276081,43.757961,-.17307861
4642,16,12,16,51.455357,54.156311,49.406136,48.356766,51.308014,34.8382,54.688766,54.049904,53.276081,54.757961,-.15120958
4643,18,12,14,47.517006,44.687374,41.261105,37.165054,50.670517,26.582209,51.905636,39.424412,47.52766,45.182442,-1.6686417
4647,16,11,10,59.455357,66.156311,56.406136,63.356766,55.308014,52.8382,67.688766,65.049904,71.276077,61.757961,1.5713127
4648,16,12,,65.455353,54.156311,55.406136,60.356766,54.308014,47.8382,54.688766,60.049904,54.276081,57.757961,-.99860829
4650,19,12,15,56.458496,57.843353,45.976532,48.286331,60.241314,59.803143,43.889996,63.578781,55.399925,48.9828,.48285478
4651,16,12,12,43.455357,47.156311,45.406136,57.356766,57.308014,56.8382,50.688766,40.049904,53.276081,54.757961,.26155525
4653,18,,12,39.517006,37.687374,28.261103,25.165054,37.670517,27.582209,37.905636,32.424412,37.52766,24.182442,-1.4622593
4654,16,12,,53.455357,52.156311,48.406136,51.356766,46.308014,37.8382,47.688766,44.049904,51.276081,45.757961,.77350801
4655,17,11,11,48,54,47,44,62,63,46,51,38,46,-.25753087
4661,19,16,20,56.458496,55.843353,53.976532,57.286331,50.241314,36.803143,52.889996,47.578781,63.399925,60.9828,-.72771466
4662,17,12,16,48,66,61,62,60,46,40,66,48,56,.0064520612
4663,19,13,16,40.458496,36.843353,32.976532,51.286331,34.241314,51.803143,43.889996,35.578781,31.399923,34.9828,.16927795
4667,19,8,8,56.458496,47.843353,53.976532,51.286331,52.241314,44.803143,41.889996,63.578781,46.399925,48.9828,-.57092625
4669,16,12,16,37.455357,41.156311,36.406136,48.356766,46.308014,38.8382,41.688766,44.049904,47.276081,38.757961,-1.0839337
4670,18,8,12,39.517006,37.687374,43.261105,40.165054,46.670517,43.582207,38.905636,36.424412,37.52766,36.182442,-1.2558769
4676,19,12,12,58.458496,62.843353,52.976532,57.286331,60.241314,53.803143,61.889996,60.578781,65.399925,65.982803,-.57092625
4677,19,7,10,52.458496,45.843353,53.976532,48.286331,26.241314,39.803143,55.889996,49.578781,57.399925,65.982803,.65350574
4678,16,11,12,43.455357,36.156311,47.406136,33.356766,44.308014,50.8382,36.688766,38.049904,43.276081,45.757961,-.087753162
4681,19,12,10,30.458494,37.843353,27.97653,36.286331,34.241314,39.803143,43.889996,38.578781,48.399925,31.9828,-.46373177
4687,18,12,16,53.517006,54.687374,53.261105,61.165054,51.670517,60.582207,42.905636,59.424412,49.52766,43.182442,1.2287186
4689,19,16,16,56.458496,63.843353,58.976532,60.286331,53.241314,52.803143,43.889996,63.578781,46.399925,48.9828,1.102002
4691,19,16,18,56.458496,62.843353,58.976532,57.286331,51.241314,42.803143,48.889996,64.578781,46.399925,53.9828,-.96982861
4692,16,16,17,55.455357,62.156311,60.406136,60.356766,54.308014,59.8382,47.688766,65.049904,58.276081,52.757961,-1.0700712
4693,18,12,16,45.517006,46.687374,49.261105,43.165054,52.670517,49.582207,33.905636,51.424412,37.52766,50.182442,-.56526667
4697,18,14,20,63.517006,54.687374,60.261105,61.165054,60.670517,48.582207,60.905636,62.424412,52.52766,55.182442,.53810835
4698,16,14,12,55.455357,62.156311,57.406136,45.356766,60.308014,42.8382,49.688766,57.049904,47.276081,54.757961,1.4998498
4699,19,13,14,54.458496,55.843353,49.976532,51.286331,59.241314,38.803143,59.889996,53.578781,57.399925,57.9828,-.79117119
4702,17,10,15,54,62,52,56,62,32,62,65,63,60,-.11460488
4707,16,12,14,65.455353,54.156311,53.406136,45.356766,44.308014,45.8382,65.688766,60.049904,66.276077,66.757957,.39647466
4708,17,12,12,38,43,39,41,61,40,35,37,40,42,-.029279411
4709,17,15,20,42,46,48,53,49,51,55,62,55,42,1.4372665
4713,19,10,12,50.458496,53.843353,41.976532,51.286331,50.241314,41.803143,37.889996,55.578781,35.399925,46.9828,1.052408
4717,19,12,12,48.458496,40.843353,47.976532,60.286331,48.241314,56.803143,43.889996,36.578781,42.399925,39.9828,.77456272
4722,19,12,12,46.458496,43.843353,47.976532,57.286331,41.241314,29.803144,59.889996,36.578781,55.399925,62.9828,-.65625173
4730,17,10,9,48,47,55,41,52,50,46,43,42,34,-1.3747684
4732,18,12,10,55.517006,41.687374,46.261105,37.165054,34.670517,36.582207,51.905636,34.424412,39.52766,43.182442,-.20209582
4734,18,11,8,43.517006,46.687374,41.261105,40.165054,35.670517,45.582207,47.905636,42.424412,43.52766,41.182442,-.47994122
4736,17,10,12,42,35,41,35,37,30,42,37,50,46,-.80521512
4739,17,15,11,52,49,50,47,53,66,40,49,50,58,.81811923
4740,16,12,12,49.455357,47.156311,52.406136,51.356766,43.308014,41.8382,58.688766,33.049904,62.276081,54.757961,-.087753162
4741,17,,,32,34,28,35,33,34,35,40,33,39,-.87667811
4746,18,9,8,41.517006,39.687374,42.261105,58.165054,49.670517,52.582207,38.905636,43.424412,49.52766,38.182442,-.84311199
4747,17,9,8,34,35,41,35,39,41,40,37,50,37,-1.4104998
4752,17,11,8,60,54,56,44,46,42,64,52,57,56,-.71988958
4755,18,12,12,43.517006,54.687374,43.261105,52.165054,46.670517,54.582207,56.905636,50.424412,54.52766,50.182442,-.68632358
4756,17,13,14,68,66,61,62,62,57,55,68,63,60,.7466563
4757,16,12,16,61.455357,56.156311,61.406136,60.356766,48.308014,35.8382,40.688766,65.049904,51.276081,61.757961,.44606864
4758,19,12,12,60.458496,56.843353,58.976532,54.286331,54.241314,51.803143,41.889996,60.578781,55.399925,50.9828,-1.1543421
4760,17,14,15,64,64,60,56,53,49,60,66,65,68,-.11460488
4765,17,12,12,58,55,52,53,41,41,51,55,53,53,.0064520612
4766,19,11,16,40.458496,57.843353,51.976532,60.286331,60.241314,53.803143,46.889996,50.578781,53.399925,50.9828,-1.1047481
4770,17,12,10,44,57,43,47,49,51,62,57,61,53,-.71988958
4776,18,10,8,49.517006,42.687374,38.261105,37.165054,42.670517,39.582207,42.905636,32.424412,45.52766,31.182442,-.80738056
4777,19,12,8,48.458496,40.843353,47.976532,42.286331,52.241314,46.803143,43.889996,41.578781,42.399925,36.9828,-2.0017407
4778,17,12,9,46,35,39,41,38,46,42,49,33,42,-.8905406
4779,16,6,4,33.455357,43.156311,30.406136,24.356766,30.308014,29.8382,45.688766,44.049904,32.276081,26.757961,-1.2764536
4784,19,10,12,40.458496,40.843353,41.976532,36.286331,47.241314,53.803143,34.889996,38.578781,42.399925,34.9828,-1.1404796
4785,18,9,12,45.517006,49.687374,54.261105,46.165054,60.670517,56.582207,44.905636,48.424412,41.52766,36.182442,-.39461577
4789,18,12,12,47.517006,57.687374,53.261105,43.165054,59.670517,37.582207,51.905636,59.424412,43.52766,43.182442,-.47994122
4793,17,12,12,58,64,55,59,53,54,57,63,55,53,1.4729979
4794,16,12,12,47.455357,59.156311,49.406136,51.356766,49.308014,45.8382,47.688766,55.049904,54.276081,47.757961,-.18694107
4795,16,12,12,65.455353,62.156311,55.406136,54.356766,56.308014,57.8382,56.688766,68.049904,60.276081,54.757961,-.46478644
4796,18,12,7,51.517006,45.687374,55.261105,55.165054,40.670517,33.582207,38.905636,45.424412,36.52766,50.182442,-1.0137631
4797,17,12,14,54,58,57,59,62,60,49,52,50,44,-.27139333
4799,19,12,8,66.458496,64.843353,57.976532,57.286331,42.241314,42.803143,55.889996,58.578781,57.399925,62.9828,1.4651729
4802,18,12,13,41.517006,46.687374,49.261105,46.165054,42.670517,45.582207,40.905636,51.424412,43.52766,45.182442,.24640048
4803,17,12,12,48,62,56,53,62,59,40,62,44,56,-.28525579
4804,17,12,12,44,46,47,53,58,61,48,51,48,44,-.97586596
4805,19,12,8,54.458496,60.843353,48.976532,51.286331,51.241314,53.803143,61.889996,55.578781,53.399925,55.9828,-.19389291
4809,17,8,11,36,39,38,29,39,34,46,41,38,39,-.76948357
4812,19,12,16,56.458496,64.843353,57.976532,57.286331,60.241314,69.803146,50.889996,64.578781,61.399925,57.9828,-.19389291
4813,16,16,16,51.455357,50.156311,56.406136,51.356766,51.308014,31.8382,54.688766,44.049904,56.276081,52.757961,1.4145243
4816,17,8,8,64,65,61,62,47,46,57,60,53,63,-.80521512
4821,16,14,,59.455357,67.156311,57.406136,63.356766,58.308014,59.8382,49.688766,65.049904,68.276077,57.757961,-.052021638
4823,19,12,8,60.458496,57.843353,52.976532,42.286331,57.241314,38.803143,52.889996,66.578781,53.399925,50.9828,1.3083843
4824,17,12,8,50,50,56,59,49,50,44,58,50,39,.12750903
4828,19,13,17,52.458496,56.843353,53.976532,60.286331,49.241314,52.803143,54.889996,61.578781,55.399925,62.9828,-.12242995
4829,18,13,18,59.517006,61.687374,56.261105,58.165054,51.670517,47.582207,64.905632,59.424412,60.52766,67.182442,-.47994122
4830,16,13,16,51.455357,67.156311,57.406136,57.356766,52.308014,53.8382,54.688766,66.049904,56.276081,61.757961,-.42905501
4831,16,13,16,55.455357,62.156311,60.406136,63.356766,44.308014,45.8382,50.688766,65.049904,56.276081,64.757957,-.10161562
4832,19,9,12,56.458496,62.843353,52.976532,51.286331,60.241314,56.803143,63.889996,66.578781,63.399925,60.9828,.81029409
4833,17,9,12,50,57,50,53,62,70,42,68,55,49,-.33484983
4834,18,12,12,53.517006,42.687374,56.261105,58.165054,40.670517,43.582207,58.905636,37.424412,66.527664,57.182442,.4527829
4835,18,,12,57.517006,57.687374,55.261105,61.165054,54.670517,52.582207,56.905636,53.424412,67.527664,64.182442,.90127915
4839,16,14,12,51.455357,46.156311,53.406136,57.356766,48.308014,52.8382,34.688766,51.049904,45.276081,38.757961,-.63543743
4840,18,12,10,53.517006,61.687374,54.261105,52.165054,55.670517,55.582207,49.905636,67.424408,56.52766,55.182442,.040018082
4841,18,12,13,61.517006,56.687374,54.261105,46.165054,59.670517,59.582207,51.905636,57.424412,51.52766,59.182442,.34558845
4842,17,12,13,46,54,51,41,61,69,49,49,48,34,.24856594
4843,16,11,12,53.455357,50.156311,49.406136,54.356766,46.308014,47.8382,56.688766,43.049904,51.276081,59.757961,-1.7388124
4844,16,12,12,45.455357,39.156311,40.406136,45.356766,50.308014,49.8382,38.688766,46.049904,49.276081,43.757961,-.3437295
4846,19,,6,46.458496,53.843353,45.976532,51.286331,47.241314,47.803143,59.889996,52.578781,57.399925,48.9828,.53244883
4847,17,,6,48,57,55,59,47,49,60,46,59,60,-.59883267
4848,18,12,11,55.517006,46.687374,49.261105,52.165054,50.670517,54.582207,38.905636,53.424412,51.52766,48.182442,-.44420972
4849,17,12,10,44,46,54,44,48,37,44,41,42,46,-.8905406
4850,16,12,10,43.455357,39.156311,34.406136,30.356766,47.308014,37.8382,45.688766,41.049904,39.276081,47.757961,-.82795733
4851,19,11,8,44.458496,41.843353,36.976532,42.286331,44.241314,42.803143,57.889996,39.578781,46.399925,46.9828,-1.1794868
4852,18,11,8,31.517008,35.687374,30.261103,34.165054,52.670517,48.582207,35.905636,37.424412,41.52766,43.182442,-1.9107558
4853,18,9,9,45.517006,46.687374,47.261105,58.165054,40.670517,41.582207,33.905636,47.424412,32.52766,36.182442,-2.1528695
4854,18,12,,53.517006,64.687378,55.261105,49.165054,34.670517,29.582209,53.905636,47.424412,52.52766,55.182442,-.84311199
4855,16,12,,41.455357,59.156311,48.406136,48.356766,52.308014,58.8382,41.688766,60.049904,49.276081,43.757961,-.87755126
4856,18,12,12,61.517006,58.687374,54.261105,55.165054,59.670517,53.582207,56.905636,53.424412,58.52766,50.182442,.28213197
4860,17,12,12,54,43,43,35,41,27,58,43,44,44,-1.3390368
4861,18,12,,59.517006,57.687374,60.261105,58.165054,46.670517,52.582207,49.905636,54.424412,52.52766,55.182442,.65916532
4862,17,12,12,54,62,57,56,56,52,58,62,55,44,-.32098728
4864,18,9,9,43.517006,39.687374,53.261105,46.165054,49.670517,52.582207,46.905636,43.424412,43.52766,45.182442,-.68632358
4865,16,9,9,45.455357,52.156311,51.406136,54.356766,51.308014,47.8382,45.688766,54.049904,43.276081,43.757961,-.7922259
4870,17,12,12,64,50,60,56,55,57,40,58,61,58,.042183548
4871,19,12,12,54.458496,64.843353,57.976532,57.286331,58.241314,54.803143,48.889996,66.578781,55.399925,55.9828,1.052408
4872,17,12,13,38,39,39,44,50,43,31,43,46,39,-.092735887
4873,19,12,12,56.458496,63.843353,53.976532,57.286331,52.241314,51.803143,48.889996,66.578781,53.399925,50.9828,-1.1900735
4875,17,12,12,52,39,56,38,35,42,55,55,55,53,-.30712479
4876,19,12,12,48.458496,53.843353,45.976532,60.286331,51.241314,48.803143,50.889996,52.578781,51.399925,46.9828,-.57092625
4878,18,16,16,61.517006,61.687374,53.261105,61.165054,60.670517,60.582207,49.905636,67.424408,54.52766,55.182442,.57383984
4885,19,12,,50.458496,62.843353,54.976532,54.286331,60.241314,67.803146,46.889996,58.578781,48.399925,50.9828,-.80503362
4886,17,12,11,52,58,50,59,61,56,37,52,40,42,.28429744
4893,16,14,,51.455357,46.156311,56.406136,48.356766,55.308014,47.8382,52.688766,43.049904,49.276081,38.757961,1.0156219
4894,18,12,12,61.517006,56.687374,54.261105,52.165054,56.670517,56.582207,58.905636,61.424412,64.527664,55.182442,.50237691
4895,16,12,14,59.455357,60.156311,57.406136,51.356766,49.308014,44.8382,59.688766,62.049904,62.276081,59.757961,1.0513535
4897,19,12,13,58.458496,63.843353,45.976532,54.286331,52.241314,53.803143,61.889996,64.578781,66.399925,50.9828,1.6715552
4898,18,12,13,51.517006,44.687374,54.261105,58.165054,50.670517,54.582207,55.905636,61.424412,47.52766,55.182442,.4170514
4899,18,8,12,49.517006,33.687374,40.261105,34.165054,41.670517,46.582207,35.905636,43.424412,45.52766,36.182442,-1.2558769
4904,18,10,9,39.517006,46.687374,34.261105,28.165054,34.670517,36.582207,40.905636,42.424412,47.52766,41.182442,-.72205508
4906,16,7,3,41.455357,39.156311,34.406136,36.356766,39.308014,44.8382,38.688766,33.049904,38.276081,31.757961,-.67116886
4908,16,12,14,59.455357,40.156311,52.406136,36.356766,50.308014,44.8382,47.688766,46.049904,51.276081,47.757961,1.0017594
4910,16,12,12,55.455357,52.156311,40.406136,42.356766,40.308014,32.8382,45.688766,48.049904,49.276081,45.757961,.55326307
4911,19,10,12,52.458496,59.843353,51.976532,57.286331,44.241314,52.803143,55.889996,52.578781,61.399925,57.9828,.43326086
4912,17,12,12,58,62,55,62,46,41,58,58,52,58,-.35671878
4913,16,12,12,45.455357,52.156311,52.406136,54.356766,43.308014,38.8382,47.688766,43.049904,41.276081,38.757961,.033303782
4918,19,7,8,34.458496,37.843353,23.97653,33.286331,23.241314,24.803144,34.889996,36.578781,36.399925,36.9828,-1.9521466
4920,17,6,,42,42,50,53,53,49,40,48,48,49,-.30712479
4922,16,12,14,49.455357,40.156311,58.406136,57.356766,37.308014,44.8382,49.688766,49.049904,47.276081,54.757961,.033303782
4923,17,9,10,46,40,38,32,41,37,44,41,38,34,.056046039
4927,16,12,12,49.455357,62.156311,51.406136,60.356766,55.308014,49.8382,45.688766,65.049904,60.276081,50.757961,.51753157
4930,18,10,14,45.517006,46.687374,51.261105,49.165054,45.670517,45.582207,47.905636,37.424412,34.52766,41.182442,-.97803146
4931,16,9,10,55.455357,50.156311,60.406136,60.356766,53.308014,42.8382,47.688766,55.049904,49.276081,50.757961,1.1228163
4938,17,12,12,44,42,50,50,41,48,39,48,44,46,1.4372665
4952,18,11,8,39.517006,42.687374,42.261105,43.165054,47.670517,52.582207,37.905636,36.424412,36.52766,50.182442,-.51567268
4953,17,12,12,58,55,54,56,55,48,46,58,57,49,1.3519411
4954,18,12,10,59.517006,50.687374,46.261105,58.165054,59.670517,56.582207,46.905636,61.424412,56.52766,52.182442,.4170514
4955,16,12,12,51.455357,52.156311,52.406136,54.356766,54.308014,54.8382,50.688766,48.049904,39.276081,50.757961,1.1585479
4956,16,12,10,43.455357,52.156311,45.406136,54.356766,61.308014,58.8382,45.688766,52.049904,51.276081,38.757961,.60285705
4957,18,12,,27.517008,38.687374,36.261105,37.165054,39.670517,23.582209,33.905636,53.424412,45.52766,45.182442,-.60099816
4958,16,12,,37.455357,51.156311,35.406136,45.356766,48.308014,45.8382,36.688766,44.049904,41.276081,40.757961,-1.411373
4959,18,12,12,53.517006,65.687378,60.261105,61.165054,59.670517,56.582207,58.905636,62.424412,62.52766,57.182442,.14979282
4961,18,12,,57.517006,61.687374,50.261105,55.165054,38.670517,43.582207,58.905636,48.424412,62.52766,62.182442,-1.184414
4962,16,11,12,51.455357,51.156311,49.406136,60.356766,61.308014,46.8382,47.688766,51.049904,43.276081,33.757961,.31114921
4963,18,12,12,51.517006,54.687374,50.261105,55.165054,55.670517,58.582207,65.905632,51.424412,56.52766,50.182442,.4527829
4965,16,,,63.455357,59.156311,56.406136,48.356766,42.308014,63.8382,54.688766,51.049904,64.276077,59.757961,-.18694107
4968,17,12,12,66,59,61,56,47,54,44,63,52,58,-.18606788
4969,19,8,11,28.458494,34.843353,25.97653,27.286331,47.241314,49.803143,39.889996,33.578781,36.399925,36.9828,1.052408
4970,18,8,11,35.517006,27.687374,40.261105,52.165054,44.670517,46.582207,37.905636,37.424412,41.52766,45.182442,.31786343
4972,18,12,13,49.517006,45.687374,40.261105,49.165054,50.670517,40.582207,44.905636,42.424412,45.52766,38.182442,-.68632358
4973,19,12,13,42.458496,53.843353,53.976532,57.286331,59.241314,62.803143,52.889996,53.578781,46.399925,39.9828,.21887188
4976,16,12,12,65.455353,56.156311,57.406136,60.356766,52.308014,54.8382,54.688766,52.049904,58.276081,43.757961,.019441336
4978,19,12,7,44.458496,37.843353,32.976532,42.286331,39.241314,41.803143,34.889996,39.578781,46.399925,34.9828,-.84877163
4979,16,12,12,53.455357,46.156311,55.406136,60.356766,57.308014,47.8382,49.688766,51.049904,45.276081,47.757961,.055172816
4980,18,8,8,33.517006,35.687374,20.261103,25.165054,25.670517,32.582207,26.905636,36.424412,39.52766,31.182442,-1.1811383
4981,17,7,7,28,43,34,44,51,51,39,43,38,37,1.0740956
4983,17,8,8,42,35,50,32,42,36,57,41,44,34,-.27139333
4984,18,12,11,57.517006,58.687374,55.261105,55.165054,45.670517,43.582207,46.905636,57.424412,56.52766,52.182442,-.15250185
4985,17,12,11,44,30,33,35,43,28,46,37,48,44,-.84094656
4990,18,16,16,55.517006,61.687374,54.261105,52.165054,60.670517,70.582207,49.905636,65.424408,54.52766,48.182442,.98660463
4991,17,12,16,52,50,55,56,53,56,39,57,50,42,1.4372665
4992,19,12,12,40.458496,43.843353,45.976532,42.286331,58.241314,51.803143,52.889996,41.578781,55.399925,57.9828,-.93409705
4993,17,12,8,48,53,51,53,40,45,51,49,63,51,-1.0115975
4995,18,8,8,53.517006,56.687374,51.261105,55.165054,60.670517,63.582207,49.905636,61.424412,58.52766,52.182442,.38131991
4997,18,14,16,53.517006,54.687374,54.261105,52.165054,58.670517,23.582209,51.905636,57.424412,60.52766,55.182442,.4527829
4998,18,16,20,59.517006,58.687374,51.261105,58.165054,55.670517,48.582207,64.905632,57.424412,69.527664,59.182442,.57383984
5001,19,16,20,52.458496,49.843353,52.976532,54.286331,60.241314,50.803143,50.889996,50.578781,46.399925,48.9828,.29033488
5002,18,16,20,57.517006,57.687374,56.261105,55.165054,60.670517,55.582207,42.905636,57.424412,52.52766,48.182442,.161075
5006,17,16,16,64,64,61,62,62,45,62,66,65,65,-.37058127
5010,18,12,16,67.517006,64.687378,60.261105,58.165054,55.670517,54.582207,55.905636,67.424408,49.52766,59.182442,1.314044
5011,17,12,16,64,62,60,56,62,54,60,68,57,60,1.0245016
5012,16,16,19,69.455353,62.156311,58.406136,54.356766,57.308014,48.8382,52.688766,63.049904,60.276081,66.757957,1.3291988
